                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    327,                0.45299,                0.34987,                 0.9147,                0.68472,                0.32401,                0.41122,                0.28879,                    nan,                    nan,                    nan,              0.0035452,              0.0035452,              0.0035452
                    328,                0.44527,                0.34695,                 0.9222,                0.67135,                0.31099,                 0.3805,                0.26498,                    nan,                    nan,                    nan,              0.0035254,              0.0035254,              0.0035254
                    329,                0.45967,                 0.3476,                0.92576,                0.68858,                0.29365,                0.39192,                0.27975,                    nan,                    nan,                    nan,              0.0035056,              0.0035056,              0.0035056
                    330,                0.46862,                0.35233,                0.89931,                0.70407,                 0.2989,                0.38928,                 0.2841,                    nan,                    nan,                    nan,              0.0034858,              0.0034858,              0.0034858
                    331,                0.44446,                0.34561,                0.89712,                0.66146,                 0.3242,                0.39737,                0.27292,                    nan,                    nan,                    nan,               0.003466,               0.003466,               0.003466
                    332,                0.44785,                0.33786,                0.89875,                0.64177,                0.31548,                0.40168,                0.28345,                    nan,                    nan,                    nan,              0.0034462,              0.0034462,              0.0034462
                    333,                 0.4491,                0.35515,                0.91439,                0.64251,                0.28919,                0.38531,                0.27358,                    nan,                    nan,                    nan,              0.0034264,              0.0034264,              0.0034264
                    334,                0.46808,                0.35622,                0.92995,                   0.72,                0.32045,                0.38269,                0.26767,                    nan,                    nan,                    nan,              0.0034066,              0.0034066,              0.0034066
                    335,                0.44483,                0.33741,                0.93112,                0.68797,                 0.2996,                0.39674,                0.27622,                    nan,                    nan,                    nan,              0.0033868,              0.0033868,              0.0033868
                    336,                0.43073,                0.33188,                0.89842,                0.76601,                0.30395,                0.40995,                0.28229,                    nan,                    nan,                    nan,               0.003367,               0.003367,               0.003367
                    337,                 0.4394,                0.34251,                0.91005,                0.72786,                0.28869,                0.40978,                 0.2791,                    nan,                    nan,                    nan,              0.0033472,              0.0033472,              0.0033472
                    338,                0.43726,                0.33998,                0.90695,                0.70085,                0.27726,                0.42036,                0.29089,                    nan,                    nan,                    nan,              0.0033274,              0.0033274,              0.0033274
                    339,                0.44744,                0.35483,                0.90251,                0.76802,                0.29817,                0.42409,                0.28499,                    nan,                    nan,                    nan,              0.0033076,              0.0033076,              0.0033076
                    340,                0.41901,                0.33705,                 0.8867,                 0.7475,                0.28627,                0.40001,                0.26248,                    nan,                    nan,                    nan,              0.0032878,              0.0032878,              0.0032878
                    341,                0.44088,                0.33101,                0.91445,                0.67533,                0.27149,                0.37953,                0.25196,                    nan,                    nan,                    nan,               0.003268,               0.003268,               0.003268
                    342,                0.43893,                0.33617,                0.90839,                0.75461,                0.28328,                0.38544,                0.25723,                    nan,                    nan,                    nan,              0.0032482,              0.0032482,              0.0032482
                    343,                  0.404,                0.32988,                0.89113,                0.66573,                0.31454,                0.38118,                0.25211,                    nan,                    nan,                    nan,              0.0032284,              0.0032284,              0.0032284
                    344,                0.40389,                0.33326,                0.87001,                0.75594,                0.30999,                0.38747,                0.26667,                    nan,                    nan,                    nan,              0.0032086,              0.0032086,              0.0032086
                    345,                0.45623,                0.34881,                0.91446,                0.75342,                0.30506,                0.40441,                0.28023,                    nan,                    nan,                    nan,              0.0031888,              0.0031888,              0.0031888
                    346,                 0.4544,                0.36716,                0.92925,                0.68127,                0.31548,                0.40707,                0.29081,                    nan,                    nan,                    nan,               0.003169,               0.003169,               0.003169
                    347,                0.45602,                 0.3567,                0.91401,                0.71253,                0.32211,                0.41082,                0.28988,                    nan,                    nan,                    nan,              0.0031492,              0.0031492,              0.0031492
                    348,                0.43891,                0.33635,                0.89684,                0.74864,                 0.2996,                0.38686,                0.27296,                    nan,                    nan,                    nan,              0.0031294,              0.0031294,              0.0031294
                    349,                0.44725,                0.33953,                0.90696,                0.79776,                0.30674,                0.39149,                0.27895,                    nan,                    nan,                    nan,              0.0031096,              0.0031096,              0.0031096
                    350,                0.46357,                0.34997,                 0.8954,                0.74062,                0.29599,                0.38912,                0.27822,                    nan,                    nan,                    nan,              0.0030898,              0.0030898,              0.0030898
                    351,                0.41883,                0.34421,                0.91545,                0.74646,                0.28827,                0.41993,                0.30303,                    nan,                    nan,                    nan,                0.00307,                0.00307,                0.00307
                    352,                 0.4595,                0.34068,                0.90903,                0.66412,                0.27331,                0.40076,                0.28576,                    nan,                    nan,                    nan,              0.0030502,              0.0030502,              0.0030502
                    353,                 0.4441,                 0.3549,                0.90968,                0.73428,                0.26863,                0.38377,                0.27718,                    nan,                    nan,                    nan,              0.0030304,              0.0030304,              0.0030304
                    354,                 0.4292,                0.35164,                0.88326,                0.71393,                0.27833,                0.39711,                0.28324,                    nan,                    nan,                    nan,              0.0030106,              0.0030106,              0.0030106
                    355,                0.41578,                0.31919,                0.88726,                0.70015,                0.29415,                0.39158,                0.26899,                    nan,                    nan,                    nan,              0.0029908,              0.0029908,              0.0029908
                    356,                0.41835,                0.33683,                 0.9061,                0.73007,                0.27769,                0.38543,                0.26315,                    nan,                    nan,                    nan,               0.002971,               0.002971,               0.002971
                    357,                0.44771,                0.34036,                 0.9162,                0.70835,                0.30734,                0.39634,                0.26454,                    nan,                    nan,                    nan,              0.0029512,              0.0029512,              0.0029512
                    358,                0.43493,                0.33071,                0.91303,                0.66177,                0.27806,                0.37261,                0.25757,                    nan,                    nan,                    nan,              0.0029314,              0.0029314,              0.0029314
                    359,                0.42506,                 0.3248,                0.87849,                0.76998,                0.26975,                0.36588,                 0.2536,                    nan,                    nan,                    nan,              0.0029116,              0.0029116,              0.0029116
                    360,                0.44151,                 0.3797,                0.89558,                0.72211,                0.28224,                0.38217,                0.24826,                    nan,                    nan,                    nan,              0.0028918,              0.0028918,              0.0028918
                    361,                0.40543,                0.32124,                0.88808,                0.73156,                0.28919,                0.38516,                0.25491,                    nan,                    nan,                    nan,               0.002872,               0.002872,               0.002872
                    362,                0.40133,                0.32402,                0.89583,                 0.6826,                0.28739,                0.38898,                0.26056,                    nan,                    nan,                    nan,              0.0028522,              0.0028522,              0.0028522
                    363,                0.42329,                0.32051,                0.90162,                0.71628,                0.28793,                0.38513,                0.26614,                    nan,                    nan,                    nan,              0.0028324,              0.0028324,              0.0028324
                    364,                0.41594,                 0.3237,                0.88757,                0.65658,                0.28373,                0.37899,                0.24656,                    nan,                    nan,                    nan,              0.0028126,              0.0028126,              0.0028126
                    365,                0.41852,                0.32537,                0.90482,                0.72658,                0.30312,                0.38365,                0.24019,                    nan,                    nan,                    nan,              0.0027928,              0.0027928,              0.0027928
                    366,                0.41857,                0.31797,                0.89502,                0.80221,                0.32044,                0.37928,                0.25742,                    nan,                    nan,                    nan,               0.002773,               0.002773,               0.002773
                    367,                0.39994,                0.31806,                0.89573,                0.78829,                0.31002,                0.40245,                0.26453,                    nan,                    nan,                    nan,              0.0027532,              0.0027532,              0.0027532
                    368,                0.41973,                0.32049,                0.91969,                 0.6875,                 0.2996,                0.38996,                0.26587,                    nan,                    nan,                    nan,              0.0027334,              0.0027334,              0.0027334
                    369,                0.39616,                0.31218,                0.87816,                0.70088,                0.30445,                0.42084,                 0.2813,                    nan,                    nan,                    nan,              0.0027136,              0.0027136,              0.0027136
                    370,                0.40735,                0.31676,                0.90099,                0.62756,                0.27489,                0.42268,                0.28971,                    nan,                    nan,                    nan,              0.0026938,              0.0026938,              0.0026938
                    371,                0.41844,                0.31376,                0.91126,                0.65821,                0.28103,                0.40863,                0.28693,                    nan,                    nan,                    nan,               0.002674,               0.002674,               0.002674
                    372,                0.39866,                0.30714,                0.88497,                0.73941,                0.28373,                0.40897,                0.27954,                    nan,                    nan,                    nan,              0.0026542,              0.0026542,              0.0026542
                    373,                0.40178,                0.31698,                0.89083,                0.81325,                 0.2996,                0.42286,                0.27551,                    nan,                    nan,                    nan,              0.0026344,              0.0026344,              0.0026344
                    374,                0.43084,                0.34409,                0.89998,                0.81649,                0.29765,                  0.436,                0.29009,                    nan,                    nan,                    nan,              0.0026146,              0.0026146,              0.0026146
                    375,                0.39474,                0.30373,                0.88289,                0.76009,                 0.2996,                 0.4166,                0.29339,                    nan,                    nan,                    nan,              0.0025948,              0.0025948,              0.0025948
                    376,                 0.3976,                0.31295,                0.88464,                0.71332,                0.26786,                0.39332,                0.27441,                    nan,                    nan,                    nan,               0.002575,               0.002575,               0.002575
                    377,                 0.3831,                0.29797,                0.87912,                0.83704,                0.28526,                0.38283,                0.27015,                    nan,                    nan,                    nan,              0.0025552,              0.0025552,              0.0025552
                    378,                0.41315,                0.31379,                0.89502,                 0.7051,                0.27308,                 0.3676,                0.25992,                    nan,                    nan,                    nan,              0.0025354,              0.0025354,              0.0025354
                    379,                0.39886,                0.32303,                0.89563,                0.66032,                0.30506,                 0.3748,                 0.2667,                    nan,                    nan,                    nan,              0.0025156,              0.0025156,              0.0025156
                    380,                0.39057,                 0.3069,                0.88887,                0.66607,                0.30072,                0.37445,                0.25762,                    nan,                    nan,                    nan,              0.0024958,              0.0024958,              0.0024958
                    381,                0.40561,                0.31816,                0.88328,                0.69698,                0.29653,                0.37929,                0.27661,                    nan,                    nan,                    nan,               0.002476,               0.002476,               0.002476
                    382,                0.42224,                0.36358,                0.90042,                0.71092,                0.28919,                0.38474,                0.28088,                    nan,                    nan,                    nan,              0.0024562,              0.0024562,              0.0024562
                    383,                0.39107,                0.30837,                0.88032,                 0.7271,                0.27331,                0.37754,                0.27681,                    nan,                    nan,                    nan,              0.0024364,              0.0024364,              0.0024364
                    384,                0.38582,                0.30131,                0.88968,                 0.6512,                0.27331,                0.37024,                0.26756,                    nan,                    nan,                    nan,              0.0024166,              0.0024166,              0.0024166
                    385,                 0.3747,                0.30023,                0.88466,                0.72876,                0.27216,                0.36643,                0.27155,                    nan,                    nan,                    nan,              0.0023968,              0.0023968,              0.0023968
                    386,                 0.3985,                0.30729,                0.87973,                0.76817,                0.27331,                0.37412,                 0.2765,                    nan,                    nan,                    nan,               0.002377,               0.002377,               0.002377
                    387,                 0.3911,                0.30144,                0.87778,                0.69869,                 0.2796,                 0.3849,                0.27231,                    nan,                    nan,                    nan,              0.0023572,              0.0023572,              0.0023572
                    388,                 0.3892,                0.30614,                0.88516,                0.63323,                0.25744,                0.37984,                 0.2795,                    nan,                    nan,                    nan,              0.0023374,              0.0023374,              0.0023374
                    389,                0.38581,                0.31036,                0.88284,                0.77951,                0.25744,                 0.3827,                0.27798,                    nan,                    nan,                    nan,              0.0023176,              0.0023176,              0.0023176
                    390,                0.41256,                0.31753,                0.90724,                 0.7751,                0.27331,                0.38021,                0.26648,                    nan,                    nan,                    nan,              0.0022978,              0.0022978,              0.0022978
                    391,                0.38347,                0.30775,                0.87712,                0.73159,                0.27331,                0.37314,                0.26477,                    nan,                    nan,                    nan,               0.002278,               0.002278,               0.002278
                    392,                0.39794,                 0.3081,                0.88417,                0.81308,                0.25744,                0.37631,                0.27271,                    nan,                    nan,                    nan,              0.0022582,              0.0022582,              0.0022582
                    393,                 0.3697,                0.30121,                0.86523,                0.78978,                0.25744,                0.38376,                 0.2875,                    nan,                    nan,                    nan,              0.0022384,              0.0022384,              0.0022384
                    394,                 0.3754,                0.29986,                0.87914,                0.66891,                0.27331,                0.38114,                0.27634,                    nan,                    nan,                    nan,              0.0022186,              0.0022186,              0.0022186
                    395,                 0.3797,                0.29992,                0.88826,                0.69538,                0.30064,                0.38366,                0.27869,                    nan,                    nan,                    nan,              0.0021988,              0.0021988,              0.0021988
                    396,                0.36858,                 0.2981,                 0.8574,                0.73345,                0.30506,                0.39666,                0.27619,                    nan,                    nan,                    nan,               0.002179,               0.002179,               0.002179
                    397,                0.40004,                0.30482,                0.87739,                0.76637,                0.30448,                0.40258,                0.27673,                    nan,                    nan,                    nan,              0.0021592,              0.0021592,              0.0021592
                    398,                0.36443,                0.30771,                0.87309,                0.76951,                0.30429,                0.39148,                0.27059,                    nan,                    nan,                    nan,              0.0021394,              0.0021394,              0.0021394
                    399,                0.40176,                0.30462,                0.88383,                0.72948,                0.27331,                0.40583,                0.27354,                    nan,                    nan,                    nan,              0.0021196,              0.0021196,              0.0021196
                    400,                0.36534,                0.29172,                0.87147,                0.80724,                0.28737,                0.41007,                0.28046,                    nan,                    nan,                    nan,              0.0020998,              0.0020998,              0.0020998
                    401,                0.37191,                0.30748,                0.89422,                0.79877,                0.29079,                0.40453,                0.27652,                    nan,                    nan,                    nan,                0.00208,                0.00208,                0.00208
                    402,                0.37335,                0.30517,                0.86693,                0.79838,                0.29262,                0.40714,                0.28027,                    nan,                    nan,                    nan,              0.0020602,              0.0020602,              0.0020602
                    403,                0.36715,                0.28685,                 0.8716,                0.74524,                0.27969,                0.41156,                0.29172,                    nan,                    nan,                    nan,              0.0020404,              0.0020404,              0.0020404
                    404,                0.36919,                0.29259,                0.87157,                0.68598,                0.25902,                0.39377,                0.27985,                    nan,                    nan,                    nan,              0.0020206,              0.0020206,              0.0020206
                    405,                0.37301,                0.28524,                0.89854,                 0.8115,                0.25744,                0.38619,                 0.2718,                    nan,                    nan,                    nan,              0.0020008,              0.0020008,              0.0020008
                    406,                0.37138,                0.29867,                0.87617,                0.74044,                 0.2727,                0.38369,                0.27928,                    nan,                    nan,                    nan,               0.001981,               0.001981,               0.001981
                    407,                0.35217,                0.28688,                0.84342,                 0.7814,                0.28804,                0.41269,                 0.2961,                    nan,                    nan,                    nan,              0.0019612,              0.0019612,              0.0019612
                    408,                0.36635,                 0.2933,                0.88323,                0.73623,                0.27331,                0.41593,                0.29882,                    nan,                    nan,                    nan,              0.0019414,              0.0019414,              0.0019414
                    409,                0.36625,                0.30675,                0.86711,                0.72558,                0.27322,                0.40706,                0.27987,                    nan,                    nan,                    nan,              0.0019216,              0.0019216,              0.0019216
                    410,                0.36314,                0.29333,                0.87141,                  0.737,                0.28919,                0.40929,                0.28272,                    nan,                    nan,                    nan,              0.0019018,              0.0019018,              0.0019018
                    411,                 0.3629,                0.29901,                0.87537,                0.77159,                0.30506,                0.41726,                0.28732,                    nan,                    nan,                    nan,               0.001882,               0.001882,               0.001882
                    412,                 0.3862,                0.28847,                0.86831,                 0.7836,                0.31987,                0.41099,                0.28321,                    nan,                    nan,                    nan,              0.0018622,              0.0018622,              0.0018622
                    413,                0.36793,                0.28721,                 0.8972,                0.78587,                0.29809,                0.41295,                0.28441,                    nan,                    nan,                    nan,              0.0018424,              0.0018424,              0.0018424
                    414,                0.36939,                0.29628,                0.86862,                0.74343,                0.28919,                 0.4122,                 0.2796,                    nan,                    nan,                    nan,              0.0018226,              0.0018226,              0.0018226
                    415,                0.37458,                0.29728,                0.88825,                0.76755,                0.30506,                0.38688,                0.25889,                    nan,                    nan,                    nan,              0.0018028,              0.0018028,              0.0018028
                    416,                 0.3829,                0.30865,                0.88036,                0.73497,                0.28919,                0.37322,                0.26071,                    nan,                    nan,                    nan,               0.001783,               0.001783,               0.001783
                    417,                0.37048,                0.28831,                0.88172,                0.79025,                0.28788,                 0.3716,                0.26306,                    nan,                    nan,                    nan,              0.0017632,              0.0017632,              0.0017632
                    418,                0.34511,                0.28449,                0.87083,                0.81286,                0.28919,                0.39139,                0.26878,                    nan,                    nan,                    nan,              0.0017434,              0.0017434,              0.0017434
                    419,                0.33747,                0.28112,                0.85226,                0.79786,                0.28919,                 0.4046,                0.28342,                    nan,                    nan,                    nan,              0.0017236,              0.0017236,              0.0017236
                    420,                0.34447,                0.27986,                 0.8554,                0.74272,                0.28919,                0.41385,                0.29291,                    nan,                    nan,                    nan,              0.0017038,              0.0017038,              0.0017038
                    421,                0.36115,                0.29936,                0.87425,                0.75014,                0.28765,                 0.4198,                0.29822,                    nan,                    nan,                    nan,               0.001684,               0.001684,               0.001684
                    422,                0.38699,                0.29936,                0.91049,                0.79583,                 0.3044,                0.41237,                0.28195,                    nan,                    nan,                    nan,              0.0016642,              0.0016642,              0.0016642
                    423,                0.34835,                0.27975,                0.86185,                0.80489,                 0.2994,                0.40679,                0.27509,                    nan,                    nan,                    nan,              0.0016444,              0.0016444,              0.0016444
                    424,                0.37624,                0.30057,                0.87523,                0.74845,                0.27331,                 0.3947,                0.27083,                    nan,                    nan,                    nan,              0.0016246,              0.0016246,              0.0016246
                    425,                 0.3361,                 0.2831,                0.86538,                0.79289,                0.28887,                0.40536,                0.28042,                    nan,                    nan,                    nan,              0.0016048,              0.0016048,              0.0016048
                    426,                0.37894,                0.28136,                0.88735,                0.76548,                0.29715,                0.41203,                0.28667,                    nan,                    nan,                    nan,               0.001585,               0.001585,               0.001585
                    427,                0.34565,                  0.278,                0.88505,                0.75152,                0.30235,                0.42094,                0.29137,                    nan,                    nan,                    nan,              0.0015652,              0.0015652,              0.0015652
                    428,                0.36061,                0.28031,                0.86944,                 0.7984,                0.28815,                0.42713,                0.29642,                    nan,                    nan,                    nan,              0.0015454,              0.0015454,              0.0015454
                    429,                0.36159,                0.27517,                0.88931,                0.75611,                 0.2731,                0.41529,                0.29299,                    nan,                    nan,                    nan,              0.0015256,              0.0015256,              0.0015256
                    430,                0.33836,                0.27613,                0.87306,                0.74513,                0.29171,                0.42374,                0.28687,                    nan,                    nan,                    nan,              0.0015058,              0.0015058,              0.0015058
                    431,                0.33764,                0.27538,                0.85558,                0.79198,                0.28824,                0.43346,                0.30695,                    nan,                    nan,                    nan,               0.001486,               0.001486,               0.001486
                    432,                 0.3558,                0.28322,                0.89401,                0.73392,                0.27164,                0.42442,                0.30695,                    nan,                    nan,                    nan,              0.0014662,              0.0014662,              0.0014662
                    433,                0.34788,                 0.2725,                0.86374,                0.67389,                0.25744,                0.41731,                0.29717,                    nan,                    nan,                    nan,              0.0014464,              0.0014464,              0.0014464
                    434,                0.34057,                 0.2929,                0.84539,                0.70212,                0.25744,                0.39856,                0.27904,                    nan,                    nan,                    nan,              0.0014266,              0.0014266,              0.0014266
                    435,                 0.3439,                0.27525,                0.86964,                0.72613,                0.27331,                0.39459,                0.27911,                    nan,                    nan,                    nan,              0.0014068,              0.0014068,              0.0014068
                    436,                0.33919,                0.28385,                0.88053,                0.71885,                 0.2897,                0.39558,                 0.2863,                    nan,                    nan,                    nan,               0.001387,               0.001387,               0.001387
                    437,                 0.3462,                0.27956,                 0.8608,                0.67858,                0.28919,                0.39289,                0.27742,                    nan,                    nan,                    nan,              0.0013672,              0.0013672,              0.0013672
                    438,                0.32754,                0.27363,                0.85914,                0.65248,                0.27535,                0.36842,                0.26757,                    nan,                    nan,                    nan,              0.0013474,              0.0013474,              0.0013474
                    439,                0.34877,                 0.2739,                 0.8597,                0.69341,                0.28942,                0.39831,                 0.2852,                    nan,                    nan,                    nan,              0.0013276,              0.0013276,              0.0013276
                    440,                0.33417,                0.27208,                0.86804,                0.70129,                 0.2962,                 0.4099,                0.28645,                    nan,                    nan,                    nan,              0.0013078,              0.0013078,              0.0013078
                    441,                0.31963,                0.27291,                0.86875,                0.68174,                 0.2996,                0.41191,                0.28712,                    nan,                    nan,                    nan,               0.001288,               0.001288,               0.001288
                    442,                0.34597,                0.27849,                0.87294,                0.68155,                0.33135,                0.41664,                0.28772,                    nan,                    nan,                    nan,              0.0012682,              0.0012682,              0.0012682
                    443,                0.33888,                0.27475,                0.86551,                0.70217,                0.30316,                0.42188,                0.28809,                    nan,                    nan,                    nan,              0.0012484,              0.0012484,              0.0012484
                    444,                0.33212,                0.27454,                0.86702,                0.70458,                0.29543,                0.41478,                0.28656,                    nan,                    nan,                    nan,              0.0012286,              0.0012286,              0.0012286
                    445,                0.32932,                0.27137,                0.85128,                0.68103,                0.27331,                0.40333,                0.28216,                    nan,                    nan,                    nan,              0.0012088,              0.0012088,              0.0012088
                    446,                0.35512,                0.28431,                0.87666,                0.67594,                0.27331,                0.38931,                0.27446,                    nan,                    nan,                    nan,               0.001189,               0.001189,               0.001189
                    447,                0.35248,                0.31367,                0.88521,                0.65397,                0.27331,                0.41019,                0.27974,                    nan,                    nan,                    nan,              0.0011692,              0.0011692,              0.0011692
                    448,                0.33591,                0.28099,                0.85377,                  0.774,                0.27752,                0.41239,                0.27931,                    nan,                    nan,                    nan,              0.0011494,              0.0011494,              0.0011494
                    449,                0.33869,                0.26688,                0.86318,                0.75579,                0.27152,                 0.4139,                   0.28,                    nan,                    nan,                    nan,              0.0011296,              0.0011296,              0.0011296
                    450,                0.35023,                0.28486,                0.88522,                0.75588,                0.28524,                0.42345,                0.27824,                    nan,                    nan,                    nan,              0.0011098,              0.0011098,              0.0011098
                    451,                0.33952,                0.28161,                0.86854,                0.76916,                0.28919,                 0.4191,                0.27911,                    nan,                    nan,                    nan,                0.00109,                0.00109,                0.00109
                    452,                0.30915,                0.27096,                0.85446,                0.74917,                0.28919,                0.39792,                0.26378,                    nan,                    nan,                    nan,              0.0010702,              0.0010702,              0.0010702
                    453,                0.31969,                0.26509,                0.86998,                0.80782,                0.28777,                0.41662,                0.27417,                    nan,                    nan,                    nan,              0.0010504,              0.0010504,              0.0010504
                    454,                0.32409,                0.27121,                0.86773,                0.72984,                0.27331,                0.40397,                0.27213,                    nan,                    nan,                    nan,              0.0010306,              0.0010306,              0.0010306
                    455,                0.31845,                0.26256,                0.84852,                 0.7613,                0.27202,                0.40033,                0.27335,                    nan,                    nan,                    nan,              0.0010108,              0.0010108,              0.0010108
                    456,                0.30629,                0.25448,                0.86054,                0.74318,                0.27331,                 0.4056,                0.27878,                    nan,                    nan,                    nan,               0.000991,               0.000991,               0.000991
                    457,                0.32569,                0.27895,                0.87066,                0.75791,                0.28954,                0.41214,                0.27041,                    nan,                    nan,                    nan,              0.0009712,              0.0009712,              0.0009712
                    458,                0.32186,                0.26216,                0.86165,                0.74987,                 0.2852,                0.41054,                0.26797,                    nan,                    nan,                    nan,              0.0009514,              0.0009514,              0.0009514
                    459,                0.31873,                0.25951,                0.84777,                0.77916,                0.28608,                0.42283,                0.27962,                    nan,                    nan,                    nan,              0.0009316,              0.0009316,              0.0009316
                    460,                0.32561,                0.26017,                0.85571,                0.72502,                0.28316,                0.41115,                 0.2755,                    nan,                    nan,                    nan,              0.0009118,              0.0009118,              0.0009118
                    461,                0.32524,                0.26811,                0.88197,                0.73721,                0.27299,                0.41934,                0.28702,                    nan,                    nan,                    nan,               0.000892,               0.000892,               0.000892
                    462,                0.32098,                0.26691,                0.87051,                0.72746,                0.27244,                0.42888,                0.29144,                    nan,                    nan,                    nan,              0.0008722,              0.0008722,              0.0008722
                    463,                0.31618,                0.25996,                0.85966,                0.72088,                0.26965,                0.41891,                0.28574,                    nan,                    nan,                    nan,              0.0008524,              0.0008524,              0.0008524
                    464,                0.31116,                0.26475,                0.85974,                0.72199,                0.27046,                0.41897,                 0.2883,                    nan,                    nan,                    nan,              0.0008326,              0.0008326,              0.0008326
                    465,                 0.3278,                0.25729,                0.84913,                0.72383,                0.27123,                0.43141,                0.28762,                    nan,                    nan,                    nan,              0.0008128,              0.0008128,              0.0008128
                    466,                 0.3168,                 0.2667,                0.88173,                0.73009,                0.28171,                0.41903,                0.28639,                    nan,                    nan,                    nan,               0.000793,               0.000793,               0.000793
                    467,                0.30286,                 0.2817,                0.86611,                0.72846,                0.28292,                0.40965,                0.28265,                    nan,                    nan,                    nan,              0.0007732,              0.0007732,              0.0007732
                    468,                 0.3039,                0.27359,                0.84328,                0.73714,                0.28881,                0.41994,                0.29066,                    nan,                    nan,                    nan,              0.0007534,              0.0007534,              0.0007534
                    469,                0.32674,                0.27216,                0.87467,                0.73497,                0.29855,                0.44447,                0.30603,                    nan,                    nan,                    nan,              0.0007336,              0.0007336,              0.0007336
                    470,                0.31622,                0.25852,                0.86023,                0.68199,                0.28919,                0.42116,                0.29932,                    nan,                    nan,                    nan,              0.0007138,              0.0007138,              0.0007138
                    471,                  0.301,                0.24876,                0.85947,                0.79815,                0.30843,                0.44112,                0.29692,                    nan,                    nan,                    nan,               0.000694,               0.000694,               0.000694
                    472,                0.30788,                0.25822,                0.86723,                 0.7935,                0.28889,                0.43067,                0.29802,                    nan,                    nan,                    nan,              0.0006742,              0.0006742,              0.0006742
                    473,                0.31148,                0.25788,                0.85756,                0.78974,                0.28919,                0.43729,                0.29904,                    nan,                    nan,                    nan,              0.0006544,              0.0006544,              0.0006544
                    474,                 0.3064,                0.27335,                0.86539,                0.77867,                0.28709,                0.43038,                0.29279,                    nan,                    nan,                    nan,              0.0006346,              0.0006346,              0.0006346
                    475,                  0.324,                0.26534,                0.87549,                0.77196,                0.28838,                0.41983,                0.28804,                    nan,                    nan,                    nan,              0.0006148,              0.0006148,              0.0006148
                    476,                 0.3119,                0.26143,                0.86998,                 0.7988,                0.30232,                0.42718,                0.29534,                    nan,                    nan,                    nan,               0.000595,               0.000595,               0.000595
                    477,                0.29928,                 0.2531,                0.85892,                0.83627,                0.32092,                0.42945,                0.29933,                    nan,                    nan,                    nan,              0.0005752,              0.0005752,              0.0005752
                    478,                0.29437,                0.25632,                0.86532,                0.81798,                0.31537,                0.44496,                0.31191,                    nan,                    nan,                    nan,              0.0005554,              0.0005554,              0.0005554
                    479,                0.29823,                0.25306,                0.85686,                0.82748,                0.31689,                0.44145,                0.30761,                    nan,                    nan,                    nan,              0.0005356,              0.0005356,              0.0005356
                    480,                0.30248,                0.25513,                0.87116,                  0.841,                0.32086,                0.43643,                0.30468,                    nan,                    nan,                    nan,              0.0005158,              0.0005158,              0.0005158
                    481,                0.29339,                0.25038,                0.86165,                0.79993,                 0.3026,                0.43068,                0.29563,                    nan,                    nan,                    nan,               0.000496,               0.000496,               0.000496
                    482,                0.28144,                0.24063,                  0.849,                0.80115,                0.30432,                0.42954,                0.29117,                    nan,                    nan,                    nan,              0.0004762,              0.0004762,              0.0004762
                    483,                0.28984,                0.25287,                0.85362,                0.80231,                0.30429,                0.43679,                0.29835,                    nan,                    nan,                    nan,              0.0004564,              0.0004564,              0.0004564
                    484,                0.28647,                0.24108,                0.84731,                0.80119,                0.30312,                0.44141,                0.30262,                    nan,                    nan,                    nan,              0.0004366,              0.0004366,              0.0004366
                    485,                0.28565,                0.24318,                0.86298,                0.80242,                0.30665,                0.44521,                0.30276,                    nan,                    nan,                    nan,              0.0004168,              0.0004168,              0.0004168
                    486,                 0.2898,                0.24875,                 0.8654,                0.76662,                0.29726,                0.43741,                0.30026,                    nan,                    nan,                    nan,               0.000397,               0.000397,               0.000397
                    487,                0.29687,                0.25158,                0.86865,                0.76469,                0.29252,                0.44203,                0.30307,                    nan,                    nan,                    nan,              0.0003772,              0.0003772,              0.0003772
                    488,                0.30537,                0.25342,                0.84395,                0.79376,                0.28736,                 0.4341,                0.29357,                    nan,                    nan,                    nan,              0.0003574,              0.0003574,              0.0003574
                    489,                0.30575,                0.26828,                0.87342,                0.73853,                0.27331,                0.42726,                0.29311,                    nan,                    nan,                    nan,              0.0003376,              0.0003376,              0.0003376
                    490,                0.28486,                 0.2464,                0.85212,                 0.7925,                0.28879,                0.42375,                0.29172,                    nan,                    nan,                    nan,              0.0003178,              0.0003178,              0.0003178
                    491,                0.29531,                0.25955,                0.86929,                0.78995,                0.29212,                0.42491,                0.29735,                    nan,                    nan,                    nan,               0.000298,               0.000298,               0.000298
                    492,                0.28815,                0.25044,                 0.8451,                0.76573,                0.29074,                0.42326,                0.29263,                    nan,                    nan,                    nan,              0.0002782,              0.0002782,              0.0002782
                    493,                0.29124,                0.24076,                0.85252,                0.75495,                0.29122,                0.42084,                0.29218,                    nan,                    nan,                    nan,              0.0002584,              0.0002584,              0.0002584
                    494,                0.30421,                 0.2564,                0.86982,                0.74916,                0.28919,                0.42407,                0.29366,                    nan,                    nan,                    nan,              0.0002386,              0.0002386,              0.0002386
